RespondentID,Support Region,Current Role,Current Role Other,Time with company,Supervisor,Supervise supervisors,Location,Location (Other),Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,Other,Q7. Other,What do you believe is the PRIMARY attribute that differentiates Exterran or makes us better than other companies in the industry?,Have you spoken with an Exterran customer or potential customer in the past 6 months?,Please tell us how strongly you agree or disagree with the following statement: I have the tools I need to talk about Exterran's advantages with customers and potential customers.,Talking points/messages,Print advertising,Video (mobile),PowerPoint Slides,Product brochures,Technical literature,Other,Reasons 1 Code,Reason 1 Translated,Reason 1 Code 1,Reason 1 Code 2,Reason 2 ,Reason 2 Translated,Reason 2 Code 1,Reason 2 Code 2,Reason 3,Reason 3 Translated,Reason 3 Code 1,Reason 3 Code 2,"In your experience, What do customers most frequently tell you is the main reason that they choose Exterran over other providers?",Otherpleasespecify_B,"In your opinion, If a customer does not choose Exterran, what is the main reason they are likely to choose another provider?",Q14 Translated,Q14 Code 1,Q14 Code 2,Q14 Code 3
2017675048,Operations Services Group (OSG),Corporate/Office/Administration,,1 to 5 years,No,,Greenspoint South,,Customer service,,Market Leadership,Reliability,,Quality,Global presence,,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,,,,Customer service,Yes,Strongly Agree,Talking points/messages,Print advertising,,,Product brochures,,,Single-source proven solutions,,Offers solutions to any problem,,Breadth of products and services,,Range of products,,Global footprint,,Global support,,,trust,price,,Price,,
2008182591,Corporate Services Group (CSG),Corporate/Office/Administration,,More than 10 years,Yes,No,Houston - Greenspoint North,,Customer service,,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,,,Market leadership,Yes,Somewhat agree,Talking points/messages,,,,,,,our commitment to quality,,Quality,,Commitment to service,,Customer service focused,,global footprint,,Global support,,Quality,,Cost,,Price,,
2008621674,Eastern Hemisphere (EH Region),Field Operations,,Less than 1 year,No,,Australia,"Perth, Western Australia",Customer service,,,Reliability,Performance,Quality,,Reputation,Experience in industry,Expertise of people,,Speed in delivery,,,,Technological innovatin,Yes,Somewhat agree,,,,,,Technical literature,,Support infrastructure,,Technical experts,,Technical Support,,Customer service focused,,Global Company,,Global support,,Quality,,Contracted to use another until negotiation may lead o Exterran being the prefered supplier of services,,Previous Relationship with Competitor,,
2007239525,Corporate Services Group (CSG),Corporate/Office/Administration,Collections,1 to 5 years,No,,Houston - Greenspoint North,,,,,,,,Global presence,,Experience in industry,,,,Competitive pricing,,,Breadth and scale of offerings,Yes,Somewhat agree,,,,,,,Being able to contact sales for that area and give them a heads up or be able to give them a contact number,Customer Service,,Customer service focused,,Relibility,,Always get job done/Reliable,,Global,,Global support,,Quality,,Market avaliability,,Availability,,
2008393408,Eastern Hemisphere (EH Region),Field Operations,,1 to 5 years,Yes,No,Australia,,Customer service,,,Reliability,Performance,Quality,Global presence,,,Expertise of people,,,,14,Teamwork,Quality,Yes,Somewhat agree,,Print advertising,,PowerPoint Slides,Product brochures,Technical literature,,Commited to our job,,Stand Behind Work/Integrity,,After market support,,Customer service focused,,give quality services,,Quality,,Quality,,Company presence/ Marketing/ Client awareness of our abilities in the Australia.,,Unfamiliar with Exterran,,
2112061874,Eastern Hemisphere (EH Region),Sales/Business Development,,6 to 10 years,Yes,Yes,Nigeria,,Customer service,,Market Leadership,Reliability,Performance,Quality,Global presence,,Experience in industry,Expertise of people,,Speed in delivery,,,,Speed in delivery,Yes,Strongly Agree,,Print advertising,,,Product brochures,Technical literature,,for quality product andservice delivery,,Customer service focused,Quality,for customer services,,Customer service focused,,for reliability,,Always get job done/Reliable,,Reputation,,Mainly Exterran insistence on terms and conditions,,Insistance on terms,,
2009490968,North America (NA Region),Sales/Business Development,,6 to 10 years,No,,"Broken Arrow, OK",,,,,,,,,,Experience in industry,Expertise of people,,,,,,Global presence,Yes,Strongly Agree,,,,,,,Inventory,Expertise of employees.,,Technical experts,,Breadth of product offerings.,,Range of products,,Financial strength.,,Vast resources,,Technical competence,,"Depends on the product line, however, generally customer would prefer another vendor because of their personal experience with vendor.",,Previous Relationship with Competitor,,
2007208552,Latin American (LA Region),Field Operations,,6 to 10 years,Yes,Yes,Mexico,,Customer service,,Market Leadership,Reliability,Performance,Quality,,,Experience in industry,Expertise of people,,,,,,Quality,Yes,Somewhat agree,Talking points/messages,Print advertising,Video (mobile),,,Technical literature,,Alta confiabilidad de nustros equipos,Reliable equipment,Better equipment,,Personal con amplia experiencia en el sector,Staffed with extensive industry experts,Well-trained/qualified personnel,,Facilidad de apoyos tecnicos en tiempo.,Timely technical support,Technical experts,,Speed,,En Mexico el cliente principal es Pemex y opera bajo politicas gubernamentales siendo el precio mas bajo el factor que determina a quien selecciona.,In Mexico the main customer is Pemex operates under government policies and the lowest price being the factor that determines who selects.,Price,,
2013046232,North America (NA Region),Field Operations,,More than 10 years,No,,"Liberty, TX",,,,,,Performance,,,,Experience in industry,Expertise of people,,Speed in delivery,Competitive pricing,,,Experience in industry,Yes,Somewhat disagree,,,,,Product brochures,,,Highly experienced Service Techs (is a minumum),,Technical experts,,Response time & reliability,,Timely delivery,Always get job done/Reliable,Extremely constructive & expediate with callouts,,Timely delivery,,Technical competence,,Inexperienced FST repeatedly providing service unsuccessfully.,,Lack experienced personnel,,
2007209268,North America (NA Region),Field Operations,Supply Chain,1 to 5 years,Yes,Yes,"Farmington, NM",,Customer service,,,Reliability,Performance,Quality,,Reputation,Experience in industry,Expertise of people,,,,,,Global presence,Yes,Somewhat agree,,Print advertising,,,Product brochures,Technical literature,,Exterran knows compression,,Well-trained/qualified personnel,,Exterran has excellent employees,,Well-trained/qualified personnel,,Exterran will treat you right,,Customer service focused,,Service,,Price,,Price,,
2094965568,Latin American (LA Region),Field Operations,,6 to 10 years,Yes,Yes,Mexico,,Customer service,,,Reliability,,,Global presence,Reputation,Experience in industry,,,,Competitive pricing,,,Quality,Yes,Strongly Agree,,,,PowerPoint Slides,,,,Exterran people are commitmented,,Customer service focused,,Exterran equipment are reliably,,Better equipment,,Exterran team is services.,,Customer service focused,,Quality,,Likely another provider would give customer best services than Exterran.,,Customer Service,,
2017293469,Eastern Hemisphere (EH Region),Field Operations,,6 to 10 years,Yes,No,Nigeria,,Customer service,,,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,Speed in delivery,,,,Technological innovatin,Yes,Somewhat agree,Talking points/messages,,,PowerPoint Slides,,,,Exterran has track record of consistent performance,,History of excellence,,Exterran service delivery is great,,Timely delivery,,Exterran safety record is excellent,,Safety,,Quality,,Non-competitive pricing,,Price,,
2090712247,North America (NA Region),Corporate/Office/Administration,,Less than 1 year,No,,Houston - Brittmoore,,,,,,,,,,,,,,,,,,Yes,Somewhat agree,Talking points/messages,Print advertising,,PowerPoint Slides,,,,great group of people who work there.,,Well-trained/qualified personnel,,of the top of the line product.,,Best,,Exterran really cares.,,Customer service focused,,Service,,,,,,
2112070128,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,1 to 5 years,Yes,Yes,Nigeria,,Customer service,,Market Leadership,,Performance,,Global presence,,Experience in industry,,,,,14,Safety,Market leadership,Yes,Somewhat agree,Talking points/messages,,Video (mobile),PowerPoint Slides,,,,Exterran is a global company with a strong local presence,,Global support,,Exterran is a global leader in contract compression,,Global support,,Exterran provides safe and reliable services,,Safety,Always get job done/Reliable,Experienced workforce,,Price,,Price,,
2008782559,Eastern Hemisphere (EH Region),Corporate/Office/Administration,,6 to 10 years,Yes,No,Pakistan,,Customer service,,,Reliability,Performance,Quality,,Reputation,,Expertise of people,,,,,,Quality,Yes,Strongly Agree,Talking points/messages,,,,,Technical literature,,Exterran has competent peoples,,Well-trained/qualified personnel,,Exterran's performance,,History of excellence,,Exterran peoples owing job responsibilities,,Stand Behind Work/Integrity,,Reputation,,Right peoples are not selected for right job… that cause failure of Exterran to get successful business.,,Lack experienced personnel,,
2007917637,Eastern Hemisphere (EH Region),Field Operations,,6 to 10 years,Yes,No,Nigeria,,Customer service,,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,Speed in delivery,,,,Technological innovatin,Yes,Strongly Agree,,,,,,Technical literature,Production Record on Excel,"Exterran offer efficient, smooth and steady operations",,Experience/industry knowledge,,Exterran personnel maintain excellent safety record,,Safety,,Exterran offer best of customer service relationship,,Customer service focused,,,Equipment/performance  Availability,Over pricing and lack of international certified personnel,,Price,Lack experienced personnel,
2090674242,Eastern Hemisphere (EH Region),Field Operations,,1 to 5 years,Yes,Yes,UAE,,Customer service,,,Reliability,,Quality,Global presence,,Experience in industry,Expertise of people,,,,,,Global presence,Yes,Strongly Agree,,,,PowerPoint Slides,Product brochures,Technical literature,,Exterran has got Global presence to support most adverse locations.,,Global support,,Exterran has got people with best knowledge base to support.,,Technical experts,,Exterran means quality and reliability.,,Quality,Always get job done/Reliable,Breadth of offering,,Some of our projects have missed the scheduled milestone which might be the reason of choosing another provider.,,Delivery,,
2007228257,North America (NA Region),Corporate/Office/Administration,,Less than 1 year,No,,"Denver, CO",,,,,,,,,,,Expertise of people,,,,,,Global presence,Yes,Strongly Agree,Talking points/messages,,,,,,,Exterran is dedicated to customer service,,Customer service focused,,Exterran cares about customer needs,,Customer service focused,,Exterran is committed to safety and excellence,,Safety,Customer service focused,Technical competence,,Cost or time restraints,,Price,Delivery,
2008828393,Eastern Hemisphere (EH Region),Field Operations,,1 to 5 years,No,,Indonesia,,Customer service,Technological innovation,,,Performance,Quality,,Reputation,Experience in industry,,,Speed in delivery,Competitive pricing,,,Technological innovatin,Yes,Strongly Agree,Talking points/messages,,,,,,,CUSTOMER GOT SATISFACTION,,Customer service focused,,GOOD SERVICE,,Customer service focused,,EXTERRAN HAVE SKILL EMPLOYE,,Well-trained/qualified personnel,,Technical competence,,EXTERRAN PRICE MORE HIGH THAN PROMATCON,,Price,,
2007206747,North America (NA Region),Engineering,,Less than 1 year,No,,"Broken Arrow, OK",,,,,,Performance,Quality,,,,Expertise of people,,Speed in delivery,Competitive pricing,,,Reliability,Yes,Somewhat disagree,Talking points/messages,,Video (mobile),,,Technical literature,,Exterran is big on quality,,Quality,,Exterran Delivers Fast,,Timely delivery,,Exterran has the experience to deliver an excellent job,,Experience/industry knowledge,,Technical competence,,Service,,Customer Service,,
2007428611,Eastern Hemisphere (EH Region),Sales/Business Development,,Less than 1 year,No,,"Zapata, TX","Erbil, Iraq",,,,,Performance,Quality,Global presence,Reputation,Experience in industry,,,,,,,Performance,Yes,Somewhat disagree,,Print advertising,,PowerPoint Slides,Product brochures,Technical literature,,Exterran has the technology to deliver,,Offers solutions to any problem,,Exterran is present near you,,Global support,,Exterran has the excellent reputation and will be maintained.,,Reputation,,Reputation,,"Price, Speed",,,,
2007206532,Eastern Hemisphere (EH Region),Field Operations,Construction Management,6 to 10 years,Yes,Yes,Egypt,,,,,,,Quality,Global presence,,Experience in industry,Expertise of people,,,Competitive pricing,,,Breadth and scale of offerings,Yes,Strongly Agree,Talking points/messages,Print advertising,Video (mobile),PowerPoint Slides,Product brochures,Technical literature,,Exterran Delivers quality products,,Quality,,Exterran has experience and qualified personnel,,Technical experts,,Exterran has the best customer relation,,Customer service focused,,Technical competence,,Customer Relation,,Customer Service,,
